0 cg00394221_FCRL1 0.03599
1 cg00755661_CTTNBP2NL 0.04346
2 cg01343097_OR2M1P 0.1862
3 cg01833436_SDCCAG8 0.229620909
4 cg01833436_AKT3 0.229620909
5 cg01943585_CTTNBP2NL 0.04346
6 cg01971755_KIF21B 0.03617
7 cg02395088_KIF21B 0.03617
8 cg03138364_PBX1 0.269983108
9 cg04012896_KIF21B 0.03617
10 cg05365320_KIF21B 0.03617
11 cg07134804_KIF21B 0.03617
12 cg07344172_KIF21B 0.03617
13 cg07561747_KIF21B 0.03617
14 cg08732375_IGSF3 0.240121348
15 cg08933467_FCRL1 0.03599
16 cg09251328_OAZ3 0.204256608
17 cg09478478_CD1E 0.04738
18 cg09664215_CD1E 0.04738
19 cg10500219_MED8 0.05589
20 cg10785099_KIF21B 0.03617
21 cg10976626_CD1E 0.04738
22 cg11810135_FCRL1 0.03599
23 cg12857074_KIF21B 0.03617
24 cg14166284_HLX 0.228046449
25 cg14172846_CTTNBP2NL 0.04346
26 cg14528147_CTTNBP2NL 0.04346
27 cg16649915_OR2M1P 0.1862
28 cg17138539_MED8 0.05589
29 cg17240157_PBX1 0.204783426
30 cg17492795_PTPN14 0.220180333
31 cg17876641_KIF21B 0.03617
32 cg17889623_KIF21B 0.03617
33 cg18350545_OR2M1P 0.1862
34 cg18535415_KIF21B 0.03617
35 cg18964985_OR2M1P 0.1862
36 cg19322509_MED8 0.05589
37 cg20157003_ANKRD45 0.228146971
38 cg20944548_GSTM2 0.13323
39 cg21170029_LAMB3 0.168592786
40 cg21218687_KIF21B 0.03617
41 cg21406113_KIF21B 0.03617
42 cg22025570_AJAP1 0.225449018
43 cg22156852_CTTNBP2NL 0.04346
44 cg22448090_KIF21B 0.03617
45 cg23934072_KIF21B 0.03617
46 cg24344394_FCRL1 0.03599
47 cg25132662_TGFB2 0.229830076
48 cg25196088_CAMTA1 0.208280871
49 cg25378117_FCGR2A 0.11527
50 cg25969983_KIF21B 0.03617
51 cg26014409_CD1E 0.04738
52 cg26800202_KIF21B 0.03617
53 cg27386431_KIF21B 0.03617
54 cg27578319_KIF21B 0.03617
55 cg00116699_HDAC4 0.243528953
56 cg00372692_ICOS 0.07756
57 cg00554973_BCL2L11 0.04977
58 cg00744739_PRR21 0.238067486
59 cg00908117_LTBP1 0.16821
60 cg01159793_MYEOV2 0.224637084
61 cg01196744_COLEC11 0.216078573
62 cg01268021_LTBP1 0.16821
63 cg01472363_ZNF2 0.05651
64 cg01579629_NGEF 0.217370562
65 cg01585592_ZNF2 0.05651
66 cg01590866_LTBP1 0.16821
67 cg01681351_TPO 0.201834487
68 cg01879273_AGAP1 0.271592165
69 cg01929367_MYEOV2 0.180656689
70 cg01930460_ZNF2 0.05651
71 cg02489219_C2orf66 0.0921
72 cg02609263_LTBP1 0.16821
73 cg03071146_ASB3 0.04024
74 cg03147598_IMP4 0.202662087
75 cg03172098_LTBP1 0.16821
76 cg03347837_TPO 0.212656506
77 cg03893913_SNTG2 0.221093452
78 cg04745820_LTBP1 0.16821
79 cg06223562_BCL2L11 0.04977
80 cg06284438_C2orf66 0.0921
81 cg06492287_SNTG2 0.213577552
82 cg07020453_TSSC1 0.189484637
83 cg07119076_LTBP1 0.16821
84 cg07895807_LTBP1 0.16821
85 cg08175640_LTBP1 0.16821
86 cg08808959_HDAC4 0.217966252
87 cg08818866_LTBP1 0.16821
88 cg09677007_AGAP1 0.261258659
89 cg10755516_ZNF2 0.05651
90 cg11865223_LTBP1 0.16821
91 cg11918450_LTBP1 0.16821
92 cg11938080_GNLY 0.06464
93 cg12210094_LTBP1 0.16821
94 cg12815355_C2orf3 0.249869936
95 cg12915585_MYT1L 0.269185477
96 cg12924525_TSSC1 0.211009236
97 cg13265607_LTBP1 0.16821
98 cg13603214_GNLY 0.06464
99 cg13652008_LTBP1 0.16821
100 cg13858407_SH3BP4 0.221144236
101 cg14392843_LTBP1 0.16821
102 cg14475035_BCL2L11 0.04977
103 cg14685946_ACSL3 0.216869438
104 cg14880257_MYT1L 0.222808147
105 cg14892517_ASB3 0.04024
106 cg15135286_LTBP1 0.16821
107 cg15359390_REG1P 0.228408985
108 cg15725733_AGAP1 0.232207189
109 cg15772133_LTBP1 0.16821
110 cg15944856_C2orf66 0.0921
111 cg16226586_HDAC4 0.194200565
112 cg16248554_GLI2 0.217399964
113 cg16336556_LTBP1 0.16821
114 cg16480662_TMEM198 0.239195163
115 cg16572410_LTBP1 0.16821
116 cg16576213_CTNNA2 0.245844425
117 cg16925003_PXDN 0.240550237
118 cg17050941_LOC150622 0.217173483
119 cg17088180_BCL2L11 0.04977
120 cg17297628_LTBP1 0.16821
121 cg17320185_C2orf66 0.0921
122 cg17751550_ICOS 0.07756
123 cg18219180_ICOS 0.07756
124 cg18228933_HDAC4 0.222442173
125 cg18310515_GNLY 0.06464
126 cg18538138_LTBP1 0.16821
127 cg18658787_LTBP1 0.16821
128 cg19393314_HDAC4 0.20034349
129 cg19610253_CCDC74B 0.260710924
130 cg20417128_PXDN 0.216581825
131 cg20553016_SH3BP4 0.197962827
132 cg20944278_C2orf66 0.0921
133 cg20948956_LTBP1 0.16821
134 cg21135616_HDAC4 0.222184287
135 cg21240950_IMP4 0.222019256
136 cg21423458_ICOS 0.07756
137 cg21441730_LTBP1 0.16821
138 cg21473183_GNLY 0.06464
139 cg21843347_LTBP1 0.16821
140 cg21964611_ZNF2 0.05651
141 cg22648929_PXDN 0.242432021
142 cg22827324_LTBP1 0.16821
143 cg23572334_ZNF2 0.05651
144 cg24351977_LTBP1 0.16821
145 cg24620635_GNLY 0.06464
146 cg24675770_LTBP1 0.16821
147 cg24980995_DIRC3 0.218253604
148 cg25161429_AGAP1 0.192050236
