0 cg15694422_MGLL 0.094113111669802
1 cg02116768_FOXK2 0.068691849822736
2 cg13675051_RNF19A 0.067849495451894
3 cg22644321_TRIB1 0.062260389626521
4 cg18881723_SLAMF1 0.062107445593113
5 cg14173033_FOXK2 0.070051896694818
6 cg26582754_PHACTR2 0.073266441217529
7 cg07109046_FOXO1 0.074750796369367
8 cg20758823_RUNX2 0.060565763274503
9 cg09324018_FAM49A 0.073525582662508
10 cg22832271_ARID5B 0.0683648205208
11 cg03688134_PLXNC1 0.060622208766294
12 cg17776881_MEF2C 0.073119728164456
13 cg19397277_PAG1 0.068436098472051
14 cg01447281_RERE 0.061256397182413
15 cg24597363_MAEA 0.060920194825271
16 cg10746778_SORL1 0.060221502348029
17 cg23416081_FKBP5 0.069286182433658
18 cg05849676_CLEC12B 0.072816909308719
19 cg22014325_RAMP1 0.076606010219956
20 cg21627980_DTNBP1 0.067137917555597
21 cg08340378_CA13 0.062630324903784
22 cg14402591_SEMA6B 0.062110054202573
23 cg18216637_MRPL1 0.061944333973404
24 cg23622162_UNC5B 0.062961136284153
25 cg00629585_GFI1B 0.060357810235605
26 cg11943574_RNLS 0.064812839931191
27 cg27238645_HMGA2 0.066543710393736
28 cg22945909_TSHR 0.060707985931316
29 cg24549526_CD101 0.070847948360779
30 cg26607031_SLC25A33 0.060950205909466
31 cg08272597_UIMC1 0.064728424689548
32 cg07149347_MKNK1 0.061516910155917
33 cg21379113_AKT3 0.066056575885443
34 cg21912448_RERE 0.063382666209069
35 cg20008101_LGALS3 0.062274557568601
36 cg06975248_LRRFIP2 0.064661772817157
37 cg00625110_FTO 0.067766139849837
38 cg11678864_G3BP1 0.0617012957619
39 cg08166072_PRKCE 0.087792124258597
40 cg12568198_HIVEP1 0.06127942699464
41 cg24538052_TTYH3 0.064666192987488
42 cg04616709_LOC100129603 0.061154793189816
43 cg25346117_ATP1A1 0.060382146326189
44 cg22086510_MPP4 0.062571947497383
45 cg23207176_KCNK13 0.077787917186253
46 cg19342782_HHLA3 0.060767937396868
47 cg19342782_ANKRD13C 0.060767937396868
48 cg05193970_ACOX2 0.06995993928577
49 cg22187251_GCNT2 0.099403567149912
50 cg09350930_SMAD5 0.066090024661145
51 cg20995910_SPAG1 0.066156119492997
52 cg14407220_LPP 0.061296887171882
53 cg24408573_NISCH 0.064635565019179
54 cg11203361_CUX1 0.075058928579633
55 cg17660211_PCED1B 0.067172649218023
