cg15694422_MGLL 0.808351 1
cg02116768_FOXK2 0.808419 1
cg13675051_RNF19A 0.808517 1
cg22644321_TRIB1 0.807983 1
cg18881723_SLAMF1 0.808297 1
cg14173033_FOXK2 0.808475 1
cg26582754_PHACTR2 0.808472 1
cg07109046_FOXO1 0.808215 1
cg20758823_RUNX2 0.808442 1
cg09324018_FAM49A 0.808403 1
cg22832271_ARID5B 0.808352 1
cg03688134_PLXNC1 0.808394 1
cg17776881_MEF2C 0.808484 1
cg19397277_PAG1 0.808298 1
cg01447281_RERE 0.808489 1
cg24597363_MAEA 0.808121 1
cg10746778_SORL1 0.808571 1
cg23416081_FKBP5 0.808295 1
cg05849676_CLEC12B 0.808492 1
cg22014325_RAMP1 0.808409 1
cg21627980_DTNBP1 0.808457 1
cg08340378_CA13 0.808547 1
cg14402591_SEMA6B 0.808431 1
cg18216637_MRPL1 0.808396 1
cg23622162_UNC5B 0.808538 1
cg00629585_GFI1B 0.808046 1
cg11943574_RNLS 0.808398 1
cg27238645_HMGA2 0.808487 1
cg22945909_TSHR 0.808476 1
cg24549526_CD101 0.808178 1
cg26607031_SLC25A33 0.807745 1
cg08272597_UIMC1 0.808542 1
cg07149347_MKNK1 0.808565 1
cg21379113_AKT3 0.808426 1
cg21912448_RERE 0.808005 1
cg20008101_LGALS3 0.808474 1
cg06975248_LRRFIP2 0.808523 1
cg00625110_FTO 0.808416 1
cg11678864_G3BP1 0.808530 1
cg08166072_PRKCE 0.808314 1
cg12568198_HIVEP1 0.808347 1
cg24538052_TTYH3 0.808542 1
cg04616709_LOC100129603 0.808368 1
cg25346117_ATP1A1 0.808566 1
cg22086510_MPP4 0.808406 1
cg23207176_KCNK13 0.807985 1
cg19342782_HHLA3 0.808550 1
cg19342782_ANKRD13C 0.808550 1
cg05193970_ACOX2 0.808513 1
cg22187251_GCNT2 0.808247 1
cg09350930_SMAD5 0.808485 1
cg20995910_SPAG1 0.808370 1
cg14407220_LPP 0.808562 1
cg24408573_NISCH 0.808434 1
cg11203361_CUX1 0.808450 1
cg17660211_PCED1B 0.808393 1
cg16942632_CAMKK2 0.808536 1
cg08716584_MS4A7 0.808540 1
cg13654097_ANKRD17 0.808373 1
cg14851700_GLUL 0.808467 1
cg21372381_PRMT7 0.004647 2
cg24442586_FZD6 0.004652 2
cg12008478_ZCCHC7 0.004732 2
cg03471195_NINJ2 0.004747 2
cg12859943_SNX14 0.004738 2
cg06411521_SPTLC2 0.004721 2
cg27079042_LOC100506474 0.004631 2
cg16599577_CLLU1 0.004614 2
cg16599577_CLLU1OS 0.004614 2
cg04790356_ZNF438 0.004754 2
cg03414898_VCL 0.004754 2
cg08310748_SPTLC2 0.004726 2
cg18507018_TMEM55A 0.004740 2
cg00849335_PDE4B 0.004724 2
cg27611767_TMOD3 0.004737 2
cg04675844_SLC20A2 0.004724 2
cg14422240_FTSJD2 0.004746 2
cg03511624_SESN1 0.004698 2
cg02761839_RBMS1 0.004712 2
cg03090145_C4orf29 0.004719 2
cg25084479_SH3BP5 0.004725 2
cg27391674_AP1B1 0.004651 2
cg02138331_AHCY 0.004710 2
cg17791799_PROM1 0.004655 2
cg08244182_ZFYVE16 0.004735 2
cg20901426_OGFR 0.004642 2
cg06238494_EPB41 0.004725 2
cg08279189_TRIM27 0.004728 2
cg07275179_ATXN7 0.004783 2
cg17366166_AP2A2 0.004709 2
cg06765730_FNDC3B 0.004730 2
cg22905603_SLC9C1 0.004650 2
cg22381196_DHODH 0.004720 2
cg06840062_DTNB 0.004737 2
cg08377331_GNA12 0.004450 2
cg00263425_LRP2BP 0.004722 2
cg07737773_POLR1B 0.004788 2
cg06352352_C16orf70 0.004706 2
cg12650153_IKBKAP 0.004744 2
cg21480069_DHRS4L2 0.004707 2
cg13176235_TTC7B 0.004677 2
cg12165841_ERC1 0.004670 2
cg20765522_PBX2 0.004422 2
cg26312508_ZSWIM7 0.004746 2
cg07302959_FAM133B 0.004727 2
cg17090611_ZDHHC2 0.004752 2
cg10028625_ECT2 0.004731 2
cg17714232_ITGA1 0.004707 2
cg25093279_RCBTB1 0.004684 2
cg24656529_QDPR 0.004730 2
cg16354404_FUT4 0.004734 2
cg24313724_TKT 0.004690 2
cg24312537_HTRA4 0.004690 2
cg24312537_PLEKHA2 0.004690 2
cg14000730_PLD1 0.004742 2
cg04202120_AMN1 0.004589 2
cg03964152_PML 0.004707 2
cg16107565_TUT1 0.004705 2
cg01276321_AIM1 0.004727 2
cg08042254_EIF4G3 0.004708 2
cg25437886_LIMD1 0.004706 2
cg20574018_ADAM10 0.004694 2
cg14579056_MBNL2 0.004660 2
cg20896049_CLEC7A 0.004715 2
cg22412298_ZDHHC20 0.004722 2
cg21842916_MTA3 0.004680 2
cg19055828_DIP2B 0.004711 2
cg08546130_ELK3 0.004686 2
cg19767339_ITGB3BP 0.004719 2
cg04836884_PHF11 0.004700 2
cg16396191_KIAA0564 0.004684 2
cg03811164_TMEM63A 0.004724 2
cg11492019_BLM 0.004714 2
cg08411333_CSNK1G3 0.004716 2
cg10718056_TRIM27 0.004701 2
cg17351890_VPS33A 0.004708 2
cg20324884_ZNF695 0.004637 2
cg15665244_HSPA9 0.004720 2
cg00778525_LOC285626 0.004710 2
cg10484246_PGS1 0.004684 2
cg11167160_DHODH 0.004719 2
cg09864245_CD59 0.004796 2
cg27440986_VILL 0.004707 2
cg21713741_KCNJ10 0.004696 2
cg15886450_ADCY10 0.004698 2
cg07304680_TRAPPC10 0.004723 2
cg13394762_MARK3 0.004721 2
cg16087015_HEATR5B 0.004725 2
cg20544852_TRIM27 0.004733 2
cg11624996_SFSWAP 0.004702 2
cg00305108_XPC 0.004705 2
cg14446575_P4HB 0.004701 2
cg20208787_CEP78 0.003736 3
cg01425249_KIAA0319L 0.004730 2
cg02625241_NFKB1 0.004716 2
cg19586698_OTUD6B 0.004694 2
cg02463555_FOXP1 0.004739 2
cg03128303_CPNE1 0.004729 2
cg01216565_WDR45B 0.003768 3
cg03254865_BDP1 0.004701 2
cg01890352_CTDP1 0.004055 2
cg14516183_SEC22A 0.004737 2
cg03526384_TM9SF3 0.004710 2
cg17422574_RTN4 0.004715 2
cg07207982_ANKS1A 0.004480 2
cg15457217_WDFY1 0.004715 2
cg06465076_CAST 0.004723 2
cg03482521_ZHX2 0.004706 2
cg26396370_KLF11 0.004725 2
cg27170376_SMG6 0.004719 2
cg14249174_ARFIP1 0.004710 2
cg16023546_ANKRD33B 0.004729 2
cg03955252_LOC101929337 0.004709 2
cg03955252_LOC100505920 0.004709 2
cg07380881_GIGYF2 0.004712 2
cg10111648_NUP214 0.004733 2
cg17330251_PON1 0.003468 3
cg23818978_AMICA1 0.004573 2
cg27266905_TCF12 0.004718 2
cg08824095_GAPVD1 0.004670 2
cg12578084_TERF2 0.004712 2
cg23954865_ITGAL 0.004687 2
cg13864101_LRRC8B 0.004748 2
cg15424045_NSUN3 0.004711 2
cg07876665_POLR3D 0.004730 2
cg08736630_ATP9B 0.004699 2
cg02735685_ATF7 0.004682 2
cg05465459_TSPAN5 0.004728 2
cg13474450_SLC45A4 0.004721 2
cg23849592_TM4SF20 0.004679 2
cg21752622_PDZD8 0.004540 2
cg27481953_EZR-AS1 0.004708 2
cg27481953_EZR 0.004708 2
cg08236936_ASL 0.004689 2
cg00646179_TMED10 0.004688 2
cg07197493_SBF2 0.004666 2
cg15926234_LOC102467213 0.004642 2
cg19936372_P4HB 0.004637 2
cg14680792_USP4 0.004730 2
cg02929169_CDH4 0.004711 2
cg05779950_IQGAP1 0.004618 2
cg19183089_QDPR 0.004704 2
cg10611016_C11orf42 0.004701 2
cg12944251_RXRA 0.004712 2
cg20203469_ACAD8 0.004641 2
cg19949510_FNDC3B 0.004668 2
cg02898825_SLC25A29 0.004687 2
cg11629213_GLYCTK 0.004711 2
cg21975684_ANKRD13A 0.004692 2
cg16484858_RERE 0.003705 3
cg16484858_LOC102724552 0.003705 3
cg01676795_POR 0.004720 2
cg03311335_NCRNA00171 0.004688 2
cg17720707_C6orf97 0.004173 2
cg08296601_MRPL28 0.004001 2
cg15037126_COX5A 0.004715 2
cg20782252_MAD1L1 0.004688 2
cg21772826_TPRG1 0.004734 2
cg07135405_UCKL1 0.004506 2
cg07135405_MIR1914 0.004506 2
cg08596918_RASSF3 0.004714 2
cg07305485_BRE 0.004704 2
cg05544095_ZBTB20 0.004693 2
cg10827767_DRG1 0.004711 2
cg07600452_NFATC2 0.004700 2
cg05956380_SLC20A2 0.004708 2
cg02933882_ARID3B 0.004694 2
cg06500418_ZAK 0.004677 2
cg13865402_PPP1R12A 0.004713 2
