chr1	182837	182838	1	-0.296296	1	0.67	1	0.66667	0.96296
chr1	1168091	1168092	1	0.216784	1	0.67	1	1	0.78322
chr1	1704126	1704127	1	-0.800000	1	0.67	1	0	0.8
chr1	3722110	3722111	1	0.323022	1	0.67	1	1	0.67698
chr1	3747341	3747344	1	-0.625000	2	0.13	0.022	0.25	0.875
chr1	11228243	11228244	1	0.125000	1	0.67	1	1	0.875
chr1	11228700	11228701	1	0.111600	1	0.67	1	0.625	0.5134
chr1	11233733	11233903	1	0.115620	4	0.28	1	1	0.88438
chr1	11258179	11258180	1	0.377895	1	0.67	1	1	0.62211
chr1	11258296	11258297	1	-0.125000	1	0.67	1	0.875	1
chr1	11744135	11744232	1	0.124483	2	0.27	1	1	0.87552
chr1	11747332	11747370	1	-0.264022	2	0.53	0.87	0.625	0.88902
chr1	11748302	11748303	1	-0.142857	1	0.67	1	0.85714	1
chr1	15186995	15186996	1	0.500000	1	0.67	1	1	0.5
chr1	16129680	16129681	1	-0.698530	1	0.67	1	0	0.69853
chr1	16130268	16130269	1	-0.352486	1	0.67	1	0.5	0.85249
chr1	16133744	16133745	1	-0.487179	1	0.67	1	0.5	0.98718
chr1	16133843	16133844	1	-0.259305	1	0.67	1	0.5	0.75931
chr1	16134344	16134345	1	-0.158053	1	0.67	1	0.61538	0.77344
chr1	16759046	16759047	1	1.000000	1	0.67	1	1	0
chr1	17022603	17022604	1	-0.146915	1	0.67	1	0.84426	0.99118
chr1	17024008	17024072	1	-0.171765	3	0.024	0.0019	0.80655	0.97831
chr1	17395935	17395936	1	-0.100652	1	0.67	1	0.64	0.74065
chr1	17396242	17396243	1	0.472222	1	0.67	1	1	0.52778
chr1	18744659	18744660	1	0.244251	1	0.67	1	1	0.75575
chr1	20344198	20344199	1	0.625000	1	0.67	1	1	0.375
chr1	20355836	20355837	1	-0.666667	1	0.67	1	0	0.66667
chr1	20605385	20605386	1	0.266799	1	0.67	1	1	0.7332
chr1	22576263	22576280	1	0.301948	2	0.27	1	1	0.69805
chr1	22905907	22905908	1	0.204657	1	0.67	1	1	0.79534
chr1	22910290	22910334	1	-0.344864	2	0.53	0.8	0.5	0.84486
chr1	25031521	25031522	1	-1.000000	1	0.67	1	0	1
chr1	28494282	28494322	1	0.291667	2	0.27	1	1	0.70833
chr1	37719974	37719975	1	0.170588	1	0.67	1	0.5	0.32941
chr1	45340447	45340448	1	-0.250000	1	0.67	1	0.75	1
chr1	46485530	46485531	1	0.166667	1	0.67	1	1	0.83333
chr1	46485540	46485541	1	0.250000	1	0.67	1	1	0.75
chr1	46485551	46485566	1	-0.580952	2	0.13	1	0	0.58095
chr1	49845781	49845782	1	0.229755	1	0.67	1	1	0.77024
chr1	52943291	52943316	1	0.222222	3	0.17	1	1	0.77778
chr1	59732737	59732758	1	-0.284689	2	0.53	0.81	0.5	0.78469
chr1	64841052	64841127	1	-0.162524	3	0.71	0.84	0.83333	0.99586
chr1	67526816	67526817	1	-0.145833	1	0.67	1	0.5	0.64583
chr1	67526838	67526839	1	-0.187500	1	0.67	1	0.5	0.6875
chr1	67526840	67526847	1	0.437500	2	0.13	1	1	0.5625
chr1	67526863	67526864	1	-0.589286	1	0.67	1	0	0.58929
chr1	67526922	67526923	1	-0.875000	1	0.67	1	0	0.875
chr1	67526934	67526935	1	0.583333	1	0.67	1	1	0.41667
chr1	67981260	67981261	1	-1.000000	1	0.67	1	0	1
chr1	77969360	77969361	1	-0.333333	1	0.67	1	0.66667	1
chr1	81596529	81596530	1	0.305750	1	0.67	1	1	0.69425
chr1	92749014	92749015	1	0.687500	1	0.67	1	1	0.3125
chr1	95693947	95693948	1	0.166667	1	0.67	1	1	0.83333
chr1	97082274	97082275	1	-0.105271	1	0.67	1	0.43137	0.53664
chr1	110848859	110848892	1	-0.179293	2	0.53	0.85	0.5	0.67929
chr1	117624255	117624256	1	0.124671	1	0.67	1	0.66667	0.542
chr1	119955617	119955618	1	-0.333333	1	0.67	1	0.66667	1
chr1	146164828	146164829	1	0.226495	1	0.67	1	1	0.7735
chr1	146228749	146228750	1	-1.000000	1	0.67	1	0	1
chr1	152112693	152112694	1	-1.000000	1	0.67	1	0	1
chr1	152112714	152112715	1	-1.000000	1	0.67	1	0	1
chr1	150579740	150579741	1	-0.333333	1	0.67	1	0.66667	1
chr1	154173618	154173619	1	-0.950000	1	0.67	1	0	0.95
chr1	155563105	155563133	1	-0.500000	3	0.17	1	0	0.5
chr1	156871264	156871281	1	-0.309804	2	0.53	0.82	0.5	0.8098
chr1	156879759	156879760	1	0.250000	1	0.67	1	1	0.75
chr1	157616706	157616726	1	-0.406250	2	0.53	0.78	0.5	0.90625
chr1	158638684	158638685	1	-0.750000	1	0.67	1	0	0.75
chr1	158640311	158640312	1	-0.284321	1	0.67	1	0.42857	0.71289
chr1	158642075	158642076	1	0.140977	1	0.67	1	1	0.85902
chr1	158643902	158643903	1	-0.978261	1	0.67	1	0	0.97826
chr1	158644877	158644878	1	0.179293	1	0.67	1	1	0.82071
chr1	160128752	160128753	1	0.319445	1	0.67	1	1	0.68056
chr1	161726049	161726050	1	0.125000	1	0.67	1	1	0.875
chr1	162766900	162766901	1	0.238506	1	0.67	1	1	0.76149
chr1	162778356	162778357	1	-0.210807	1	0.67	1	0.28571	0.49652
chr1	165407767	165407807	1	-0.160714	2	0.53	0.81	0.5	0.66071
chr1	188140475	188140476	1	0.341269	1	0.67	1	1	0.65873
chr1	202004436	202004437	1	0.500000	1	0.67	1	1	0.5
chr1	204346954	204346955	1	-0.628136	1	0.67	1	0	0.62814
chr1	204430337	204430338	1	-0.333333	1	0.67	1	0.66667	1
chr1	204444169	204444170	1	0.129472	1	0.67	1	0.61364	0.48416
chr1	204455103	204455104	1	-0.482143	1	0.67	1	0	0.48214
chr1	204469206	204469207	1	-0.193374	1	0.67	1	0.33333	0.52671
chr1	204526124	204526125	1	-0.364295	1	0.67	1	0	0.3643
chr1	206493168	206493169	1	-0.125000	1	0.67	1	0.875	1
chr1	206494107	206494108	1	-0.323997	1	0.67	1	0.5	0.824
chr1	210804479	210804480	1	0.305555	1	0.67	1	1	0.69444
chr1	211354138	211354139	1	0.262790	1	0.67	1	1	0.73721
chr1	211356747	211356748	1	0.231571	1	0.67	1	1	0.76843
chr1	212051872	212051873	1	-0.145454	1	0.67	1	0.25	0.39545
chr1	211675617	211675626	1	-0.107954	2	0.13	1	0.89205	1
chr1	222468110	222468126	1	-0.272222	2	0.53	0.67	0.5	0.77222
chr1	222468828	222468829	1	0.179396	1	0.67	1	1	0.8206
chr1	223948061	223948062	1	0.287991	1	0.67	1	0.66667	0.37868
chr1	223948613	223948614	1	-0.286902	1	0.67	1	0	0.2869
chr1	223949973	223949974	1	-0.225490	1	0.67	1	0.66667	0.89216
chr1	223950008	223950009	1	-0.325757	1	0.67	1	0.66667	0.99242
chr1	223950119	223950120	1	0.133333	1	0.67	1	1	0.86667
chr1	234027211	234027212	1	-0.266155	1	0.67	1	0.5	0.76615
chr1	238541150	238541151	1	0.500000	1	0.67	1	1	0.5
chr1	241505956	241505957	1	0.199020	1	0.67	1	0.96667	0.76765
chr1	244022088	244022089	1	-0.714286	1	0.67	1	0	0.71429
chr1	244456085	244456086	1	-0.375000	1	0.67	1	0.5	0.875
chr2	7736665	7736666	1	0.362500	1	0.67	1	1	0.6375
chr2	15642467	15642468	1	0.220274	1	0.67	1	0.95454	0.73427
chr2	17761294	17761295	1	-0.245049	1	0.67	1	0.75	0.99505
