chr1	182824	182838	1	-0.148148	2	0.27	0.63	0.83333	0.98148
chr1	3722110	3722111	1	0.323022	1	0.67	1	1	0.67698
chr1	11228700	11228701	1	0.111600	1	0.67	1	0.625	0.5134
chr1	11233853	11234022	1	0.155278	3	0.095	1	1	0.84472
chr1	11748302	11748303	1	-0.142857	1	0.67	1	0.85714	1
chr1	16134344	16134345	1	-0.158053	1	0.67	1	0.61538	0.77344
chr1	17022603	17022604	1	-0.146915	1	0.67	1	0.84426	0.99118
chr1	17024008	17024072	1	-0.171765	3	0.024	0.0019	0.80655	0.97831
chr1	17395935	17395936	1	-0.100652	1	0.67	1	0.64	0.74065
chr1	18744659	18744660	1	0.244251	1	0.67	1	1	0.75575
chr1	49845781	49845782	1	0.229755	1	0.67	1	1	0.77024
chr1	81596529	81596530	1	0.305750	1	0.67	1	1	0.69425
chr1	97082274	97082275	1	-0.105271	1	0.67	1	0.43137	0.53664
chr1	160128752	160128753	1	0.319445	1	0.67	1	1	0.68056
chr1	162778356	162778357	1	-0.210807	1	0.67	1	0.28571	0.49652
chr1	206493168	206493169	1	-0.125000	1	0.67	1	0.875	1
chr1	211675617	211675626	1	-0.107954	2	0.13	1	0.89205	1
chr1	223950119	223950120	1	0.133333	1	0.67	1	1	0.86667
chr1	223948061	223948062	1	0.287991	1	0.67	1	0.66667	0.37868
chr1	241505956	241505957	1	0.199020	1	0.67	1	0.96667	0.76765
chr2	15642467	15642468	1	0.220274	1	0.67	1	0.95454	0.73427
chr2	24039189	24039190	1	-0.158011	1	0.67	1	0.58889	0.7469
chr2	29207021	29207042	1	0.236769	2	0.13	1	1	0.76323
chr2	29296754	29296766	1	0.125059	3	0.38	0.81	0.94872	0.82366
chr2	39050925	39050926	1	0.416006	1	0.67	1	0.91667	0.50066
chr2	47805473	47805474	1	-0.190706	1	0.67	1	0.58333	0.77404
chr2	91589786	91589787	1	-0.188889	1	0.67	1	0.8	0.98889
chr2	91714406	91714407	1	-0.489234	1	0.67	1	0.4	0.88923
chr2	91963590	91963591	1	-0.269013	1	0.67	1	0.6	0.86901
chr2	70087617	70087618	1	-0.111111	1	0.67	1	0.88889	1
chr2	95180437	95180438	1	-0.190000	1	0.67	1	0.8	0.99
chr2	96254763	96254764	1	-0.166667	1	0.67	1	0.83333	1
chr2	101375705	101375706	1	0.221337	1	0.67	1	0.95454	0.73321
chr2	101375862	101375863	1	0.137923	1	0.67	1	0.88889	0.75097
chr2	107876335	107876336	1	-0.270563	1	0.67	1	0	0.27056
chr2	111144297	111144298	1	-0.142857	1	0.67	1	0.85714	1
chr2	120968870	120968871	1	-0.319360	1	0.67	1	0.2	0.51936
chr2	112932772	112932773	1	-0.119857	1	0.67	1	0.65714	0.777
chr2	112933083	112933084	1	-0.191780	1	0.67	1	0.31429	0.50607
chr2	132262907	132262908	1	-0.118099	1	0.67	1	0.88	0.9981
chr2	141188283	141188381	1	0.240852	2	0.13	0.27	0.86842	0.62757
chr2	159347186	159347187	1	-0.134883	1	0.67	1	0.4	0.53488
chr2	191034371	191034380	1	-0.153342	2	0.13	0.022	0.84524	0.99858
chr2	169828005	169828006	1	-0.125000	1	0.67	1	0.875	1
chr2	201297933	201297934	1	-0.331976	1	0.67	1	0.4	0.73198
chr2	208248465	208248466	1	-0.124263	1	0.67	1	0.87324	0.9975
chr2	211423909	211423910	1	-0.250000	1	0.67	1	0.75	1
chr2	211705103	211705104	1	-0.109032	1	0.67	1	0.625	0.73403
chr2	211705198	211705199	1	-0.633499	1	0.67	1	0.14286	0.77636
chr2	215370366	215370367	1	-0.102071	1	0.67	1	0.41304	0.51511
chr2	212538679	212538680	1	-0.166667	1	0.67	1	0.83333	1
chr2	217445581	217445618	1	0.102592	2	0.27	1	1	0.89741
chr2	219467220	219467221	1	-0.250000	1	0.67	1	0.75	1
chr2	219478003	219478004	1	-0.125000	1	0.67	1	0.875	1
chr2	219484663	219484679	1	-0.104331	2	0.13	0.022	0.89205	0.99638
chr2	219484715	219484716	1	-0.116667	1	0.67	1	0.875	0.99167
chr3	14149114	14149115	1	-0.111111	1	0.67	1	0.88889	1
chr3	16265019	16265028	1	-0.160257	2	0.13	1	0.83974	1
chr3	30035206	30035207	1	-0.102948	1	0.67	1	0.5	0.60295
chr3	30035291	30035292	1	0.144848	1	0.67	1	0.78571	0.64087
chr3	30035299	30035300	1	-0.115936	1	0.67	1	0.57143	0.68737
chr3	30035363	30035364	1	0.222796	1	0.67	1	0.90909	0.6863
chr3	34980146	34980147	1	-0.324504	1	0.67	1	0.6	0.9245
chr3	38897438	38897439	1	0.108864	1	0.67	1	0.83333	0.72447
chr3	46142430	46142431	1	-0.104532	1	0.67	1	0.88889	0.99342
chr3	73390858	73390859	1	-0.111111	1	0.67	1	0.88889	1
chr3	105719961	105719962	1	-0.145045	1	0.67	1	0.33333	0.47838
chr3	105869224	105869225	1	0.148135	1	0.67	1	1	0.85186
chr3	122821400	122821401	1	-0.200000	1	0.67	1	0.8	1
chr3	124326102	124326103	1	0.276215	1	0.67	1	1	0.72379
chr3	135097574	135097575	1	-0.658046	1	0.67	1	0.25	0.90805
chr3	128481942	128481963	1	-0.102068	2	0.53	0.87	0.82353	0.9256
chr3	134951122	134951123	1	0.333075	1	0.67	1	0.8	0.46692
chr3	135248525	135248526	1	-0.154286	1	0.67	1	0.52632	0.6806
chr3	138699146	138699147	1	-0.115075	1	0.67	1	0.44444	0.55952
chr3	152315916	152315917	1	0.104437	1	0.67	1	1	0.89556
chr3	170295769	170295770	1	-0.111111	1	0.67	1	0.88889	1
chr3	182963952	182963953	1	0.174062	1	0.67	1	0.67059	0.49653
chr3	187733324	187733325	1	-0.478633	1	0.67	1	0.125	0.60363
chr3	189638431	189638432	1	-0.315555	1	0.67	1	0.25	0.56556
chr3	189665394	189665395	1	0.215843	1	0.67	1	0.69355	0.4777
chr3	187725334	187725335	1	-0.163455	1	0.67	1	0.47059	0.63404
chr3	184299519	184299520	1	-0.200000	1	0.67	1	0.8	1
chr3	195982009	195982010	1	-0.147921	1	0.67	1	0.6875	0.83542
chr4	343684	343685	1	0.176456	1	0.67	1	0.88889	0.71243
chr4	1101621	1101622	1	0.425297	1	0.67	1	0.88889	0.46359
chr4	1735381	1735382	1	-0.263514	1	0.67	1	0.33333	0.59685
chr4	1744480	1744481	1	-0.144611	1	0.67	1	0.6087	0.75331
chr4	1803591	1803592	1	-0.166667	1	0.67	1	0.83333	1
chr4	1803594	1803595	1	-0.166667	1	0.67	1	0.83333	1
chr4	8586958	8586959	1	0.228222	1	0.67	1	0.71429	0.48606
chr4	20255098	20255099	1	-0.146881	1	0.67	1	0.6	0.74688
chr4	20619059	20619060	1	-0.234657	1	0.67	1	0.33333	0.56799
chr4	37821365	37821366	1	-0.166667	1	0.67	1	0.83333	1
chr4	54658242	54658243	1	-0.200000	1	0.67	1	0.8	1
chr4	1806166	1806167	1	-0.221037	1	0.67	1	0.30435	0.52538
chr4	65348324	65348325	1	-0.137571	1	0.67	1	0.36842	0.50599
chr4	103572212	103572213	1	0.210161	1	0.67	1	0.72727	0.51711
chr4	118638125	118638126	1	-0.265901	1	0.67	1	0.4	0.6659
chr4	142174048	142174049	1	0.582143	1	0.67	1	1	0.41786
chr4	152382357	152382358	1	0.103754	1	0.67	1	0.86207	0.75832
chr4	161499956	161499957	1	0.103168	1	0.67	1	0.71429	0.61112
chr4	184428731	184428732	1	-0.111111	1	0.67	1	0.88889	1
chr5	235168	235169	1	-0.117647	1	0.67	1	0.88235	1
chr5	235385	235386	1	-0.121377	1	0.67	1	0.875	0.99638
chr5	226149	226150	1	-0.187500	1	0.67	1	0.8125	1
chr5	1574064	1574065	1	-0.546266	1	0.67	1	0	0.54627
chr5	1895892	1895893	1	0.113640	1	0.67	1	0.75	0.63636
chr5	23303976	23303977	1	-0.113680	1	0.67	1	0.65385	0.76753
chr5	35871087	35871088	1	-0.129490	1	0.67	1	0.4	0.52949
chr5	38942611	38942612	1	-0.118055	1	0.67	1	0.875	0.99306
chr5	1293971	1293972	1	0.376236	1	0.67	1	1	0.62376
chr5	38957847	38957848	1	-0.320346	1	0.67	1	0.66667	0.98701
chr5	14498514	14498515	1	0.116676	1	0.67	1	0.95238	0.83571
chr5	44365531	44365532	1	0.147174	1	0.67	1	0.64516	0.49799
chr5	56865959	56865960	1	0.173683	1	0.67	1	0.68627	0.51259
chr5	56866148	56866149	1	0.259628	1	0.67	1	0.75	0.49037
chr5	80672677	80672678	1	-0.207124	1	0.67	1	0.54286	0.74998
chr5	80873117	80873118	1	0.232788	1	0.67	1	0.74286	0.51007
chr5	89120537	89120538	1	0.227171	1	0.67	1	0.95238	0.72521
chr5	1280033	1280034	1	-0.125000	1	0.67	1	0.875	1
chr5	98869609	98869610	1	-0.317762	1	0.67	1	0.66667	0.98443
chr5	98869613	98869614	1	-0.132289	1	0.67	1	0.66667	0.79896
chr5	115392376	115392377	1	-0.327356	1	0.67	1	0.5	0.82736
chr5	112840072	112840073	1	-0.119671	1	0.67	1	0.38514	0.50481
chr5	132637821	132637822	1	-0.200000	1	0.67	1	0.8	1
chr5	149429158	149429159	1	-0.125000	1	0.67	1	0.875	1
chr5	150059743	150059753	1	-0.116217	2	0.13	0.022	0.88194	0.99816
chr5	150073281	150073282	1	-0.166667	1	0.67	1	0.83333	1
chr5	150118587	150118588	1	0.290443	1	0.67	1	1	0.70956
chr5	150124093	150124107	1	0.121811	2	0.27	1	1	0.87819
chr5	150136917	150136918	1	-0.341440	1	0.67	1	0.45454	0.79598
chr5	161685997	161685998	1	-0.124065	1	0.67	1	0.4	0.52407
chr5	171405633	171405634	1	-0.681744	1	0.67	1	0	0.68174
chr5	177092285	177092286	1	0.279661	1	0.67	1	1	0.72034
chr5	180612655	180612656	1	-0.195868	1	0.67	1	0.8	0.99587
chr5	180649398	180649404	1	-0.347222	2	0.53	0.83	0.58333	0.93056
chr6	396596	396597	1	-0.101307	1	0.67	1	0.88889	0.9902
chr6	475245	475246	1	0.257353	1	0.67	1	1	0.74265
chr6	597784	597871	1	-0.256743	2	0.53	0.88	0.5	0.75674
chr6	27359083	27359084	1	0.333333	1	0.67	1	1	0.66667
chr6	27810194	27810195	1	-0.200000	1	0.67	1	0.8	1
chr6	43781752	43781753	1	-0.333333	1	0.67	1	0.66667	1
chr6	43780612	43780613	1	0.235185	1	0.67	1	0.92308	0.68789
chr6	55940413	55940414	1	-0.122776	1	0.67	1	0.40741	0.53018
chr5	180629522	180629523	1	-0.124074	1	0.67	1	0.86667	0.99074
chr5	180629619	180629620	1	-0.402855	1	0.67	1	0.125	0.52785
chr6	117404175	117404176	1	-0.119872	1	0.67	1	0.875	0.99487
chr6	117409428	117409510	1	-0.161102	2	0.27	0.87	0.45673	0.61783
chr6	129144276	129144277	1	-0.170123	1	0.67	1	0.6	0.77012
chr6	129279816	129279817	1	-0.352264	1	0.67	1	0.13333	0.4856
chr6	129383444	129383445	1	-0.354939	1	0.67	1	0.2	0.55494
chr6	129514668	129514669	1	-0.151638	1	0.67	1	0.4	0.55164
chr6	138849568	138849569	1	-0.208472	1	0.67	1	0.78571	0.99419
chr6	138886773	138886774	1	0.281900	1	0.67	1	0.78947	0.50757
chr6	138885263	138885264	1	-0.166667	1	0.67	1	0.83333	1
chr6	138885270	138885271	1	-0.166667	1	0.67	1	0.83333	1
chr6	138885280	138885281	1	0.153780	1	0.67	1	0.66667	0.51289
chr6	152098959	152098960	1	-0.157052	1	0.67	1	0.36842	0.52547
chr6	136361033	136361034	1	-0.380768	1	0.67	1	0.16667	0.54743
chr6	156662384	156662385	1	-0.215465	1	0.67	1	0.77778	0.99324
chr6	156662439	156662440	1	-0.121349	1	0.67	1	0.83333	0.95468
chr6	156935516	156935517	1	0.124099	1	0.67	1	0.87059	0.74649
chr6	157084626	157084627	1	-0.161094	1	0.67	1	0.375	0.53609
chr6	157084795	157084796	1	-0.155466	1	0.67	1	0.38	0.53547
chr6	159526558	159526559	1	0.165262	1	0.67	1	0.92308	0.75781
chr6	160044258	160044259	1	0.160714	1	0.67	1	1	0.83929
chr6	157203634	157203635	1	-0.200000	1	0.67	1	0.8	1
chr6	160245332	160245333	1	-0.298709	1	0.67	1	0.45833	0.75704
chr6	162265519	162265520	1	0.112500	1	0.67	1	0.9	0.7875
chr6	163535296	163535297	1	-0.165062	1	0.67	1	0.71429	0.87935
chr7	2912396	2912397	1	-0.166667	1	0.67	1	0.83333	1
chr7	2923118	2923119	1	0.205000	1	0.67	1	1	0.795
chr7	6736954	6736955	1	0.284728	1	0.67	1	1	0.71527
chr7	6737018	6737019	1	-0.303065	1	0.67	1	0.54546	0.84852
chr7	37342915	37342916	1	0.186207	1	0.67	1	1	0.81379
chr7	38465472	38465473	1	-0.117647	1	0.67	1	0.88235	1
chr7	55156426	55156427	1	-0.136364	1	0.67	1	0.86364	1
chr7	55205132	55205133	1	-0.221842	1	0.67	1	0.61538	0.83723
chr7	55871681	55871682	1	0.521466	1	0.67	1	1	0.47853
